"Freq [kHz]"	"Leakage_Inductance_11 [uH]"
10	3.39643238414166
17.7827941003892	3.35574599468917
31.6227766016838	3.3225090871205
56.2341325190349	3.29927987974452
100	3.28170839383302
177.827941003892	3.26777226166931
316.227766016838	3.25761043970188
500	3.25088255899711
